Service Type,Prefix,Number Length,From,To,Status,Quantity,Allocatee,Allocation Date,Latest Holder,Latest Transfer Date,Current EROU holder,EROU assignment date,Numbering Area
Freephone,1800,10,1800667377,1800667377,Spare,1,,,,,,,
Freephone,1800,10,1800667379,1800667380,Spare,2,,,,,,,
Freephone,1800,10,1800667382,1800667384,Spare,3,,,,,,,
Freephone,1800,10,1800667387,1800667390,Spare,4,,,,,,,
Freephone,1800,10,1800667394,1800667394,Spare,1,,,,,,,
Freephone,1800,10,1800667396,1800667396,Spare,1,,,,,,,
Freephone,1800,10,1800667398,1800667402,Spare,5,,,,,,,
Freephone,1800,10,1800667404,1800667421,Spare,18,,,,,,,
Freephone,1800,10,1800667423,1800667423,Spare,1,,,,,,,
Freephone,1800,10,1800667425,1800667425,Spare,1,,,,,,,
Freephone,1800,10,1800667427,1800667428,Spare,2,,,,,,,
Freephone,1800,10,1800667430,1800667431,Spare,2,,,,,,,
Freephone,1800,10,1800667434,1800667439,Spare,6,,,,,,,
Freephone,1800,10,1800667442,1800667445,Spare,4,,,,,,,
Freephone,1800,10,1800667447,1800667447,Spare,1,,,,,,,
Freephone,1800,10,1800667450,1800667450,Spare,1,,,,,,,
Freephone,1800,10,1800667453,1800667455,Spare,3,,,,,,,
Freephone,1800,10,1800667457,1800667463,Spare,7,,,,,,,
Freephone,1800,10,1800667465,1800667466,Spare,2,,,,,,,
Freephone,1800,10,1800667468,1800667470,Spare,3,,,,,,,
Freephone,1800,10,1800667472,1800667472,Spare,1,,,,,,,
Freephone,1800,10,1800667474,1800667474,Spare,1,,,,,,,
Freephone,1800,10,1800667476,1800667482,Spare,7,,,,,,,
Freephone,1800,10,1800667485,1800667485,Spare,1,,,,,,,
Freephone,1800,10,1800667487,1800667491,Spare,5,,,,,,,
Freephone,1800,10,1800667493,1800667512,Spare,20,,,,,,,
Freephone,1800,10,1800667514,1800667516,Spare,3,,,,,,,
Freephone,1800,10,1800667518,1800667525,Spare,8,,,,,,,
Freephone,1800,10,1800667527,1800667538,Spare,12,,,,,,,
Freephone,1800,10,1800667541,1800667547,Spare,7,,,,,,,
Freephone,1800,10,1800667549,1800667555,Spare,7,,,,,,,
Freephone,1800,10,1800667557,1800667557,Spare,1,,,,,,,
Freephone,1800,10,1800667559,1800667563,Spare,5,,,,,,,
Freephone,1800,10,1800667565,1800667568,Spare,4,,,,,,,
Freephone,1800,10,1800667570,1800667575,Spare,6,,,,,,,
Freephone,1800,10,1800667577,1800667578,Spare,2,,,,,,,
Freephone,1800,10,1800667581,1800667581,Spare,1,,,,,,,
Freephone,1800,10,1800667583,1800667583,Spare,1,,,,,,,
Freephone,1800,10,1800667585,1800667592,Spare,8,,,,,,,
Freephone,1800,10,1800667594,1800667613,Spare,20,,,,,,,
Freephone,1800,10,1800667616,1800667621,Spare,6,,,,,,,
Freephone,1800,10,1800667623,1800667625,Spare,3,,,,,,,
Freephone,1800,10,1800667627,1800667629,Spare,3,,,,,,,
Freephone,1800,10,1800667631,1800667632,Spare,2,,,,,,,
Freephone,1800,10,1800667634,1800667637,Spare,4,,,,,,,
Freephone,1800,10,1800667640,1800667645,Spare,6,,,,,,,
Freephone,1800,10,1800667647,1800667647,Spare,1,,,,,,,
Freephone,1800,10,1800667649,1800667658,Spare,10,,,,,,,
Freephone,1800,10,1800667660,1800667662,Spare,3,,,,,,,
Freephone,1800,10,1800667665,1800667665,Spare,1,,,,,,,
Freephone,1800,10,1800667669,1800667669,Spare,1,,,,,,,
Freephone,1800,10,1800667675,1800667677,Spare,3,,,,,,,
Freephone,1800,10,1800667679,1800667682,Spare,4,,,,,,,
Freephone,1800,10,1800667684,1800667685,Spare,2,,,,,,,
Freephone,1800,10,1800667687,1800667690,Spare,4,,,,,,,
Freephone,1800,10,1800667692,1800667692,Spare,1,,,,,,,
Freephone,1800,10,1800667695,1800667695,Spare,1,,,,,,,
Freephone,1800,10,1800667697,1800667704,Spare,8,,,,,,,
Freephone,1800,10,1800667706,1800667716,Spare,11,,,,,,,
Freephone,1800,10,1800667718,1800667720,Spare,3,,,,,,,
Freephone,1800,10,1800667723,1800667725,Spare,3,,,,,,,
Freephone,1800,10,1800667728,1800667731,Spare,4,,,,,,,
Freephone,1800,10,1800667734,1800667735,Spare,2,,,,,,,
Freephone,1800,10,1800667737,1800667740,Spare,4,,,,,,,
Freephone,1800,10,1800667744,1800667745,Spare,2,,,,,,,
Freephone,1800,10,1800667748,1800667752,Spare,5,,,,,,,
Freephone,1800,10,1800667754,1800667761,Spare,8,,,,,,,
Freephone,1800,10,1800667763,1800667764,Spare,2,,,,,,,
Freephone,1800,10,1800667766,1800667767,Spare,2,,,,,,,
Freephone,1800,10,1800667770,1800667777,Spare,8,,,,,,,
Freephone,1800,10,1800667779,1800667779,Spare,1,,,,,,,
Freephone,1800,10,1800667785,1800667787,Spare,3,,,,,,,
Freephone,1800,10,1800667789,1800667790,Spare,2,,,,,,,
Freephone,1800,10,1800667793,1800667799,Spare,7,,,,,,,
Freephone,1800,10,1800667801,1800667814,Spare,14,,,,,,,
Freephone,1800,10,1800667816,1800667821,Spare,6,,,,,,,
Freephone,1800,10,1800667823,1800667823,Spare,1,,,,,,,
Freephone,1800,10,1800667825,1800667825,Spare,1,,,,,,,
Freephone,1800,10,1800667828,1800667831,Spare,4,,,,,,,
Freephone,1800,10,1800667833,1800667833,Spare,1,,,,,,,
Freephone,1800,10,1800667835,1800667835,Spare,1,,,,,,,
Freephone,1800,10,1800667839,1800667840,Spare,2,,,,,,,
Freephone,1800,10,1800667846,1800667846,Spare,1,,,,,,,
Freephone,1800,10,1800667848,1800667848,Spare,1,,,,,,,
Freephone,1800,10,1800667851,1800667858,Spare,8,,,,,,,
Freephone,1800,10,1800667860,1800667865,Spare,6,,,,,,,
Freephone,1800,10,1800667868,1800667873,Spare,6,,,,,,,
Freephone,1800,10,1800667875,1800667876,Spare,2,,,,,,,
Freephone,1800,10,1800667879,1800667886,Spare,8,,,,,,,
Freephone,1800,10,1800667889,1800667891,Spare,3,,,,,,,
Freephone,1800,10,1800667893,1800667898,Spare,6,,,,,,,
Freephone,1800,10,1800667900,1800667935,Spare,36,,,,,,,
Freephone,1800,10,1800667940,1800667941,Spare,2,,,,,,,
Freephone,1800,10,1800667943,1800667948,Spare,6,,,,,,,
Freephone,1800,10,1800667951,1800667960,Spare,10,,,,,,,
Freephone,1800,10,1800667962,1800667965,Spare,4,,,,,,,
Freephone,1800,10,1800667967,1800667971,Spare,5,,,,,,,
Freephone,1800,10,1800667973,1800667977,Spare,5,,,,,,,
Freephone,1800,10,1800667979,1800667985,Spare,7,,,,,,,
Freephone,1800,10,1800667987,1800667991,Spare,5,,,,,,,
Freephone,1800,10,1800667994,1800668000,Spare,7,,,,,,,
Freephone,1800,10,1800668002,1800668005,Spare,4,,,,,,,
Freephone,1800,10,1800668007,1800668016,Spare,10,,,,,,,
Freephone,1800,10,1800668019,1800668021,Spare,3,,,,,,,
Freephone,1800,10,1800668023,1800668024,Spare,2,,,,,,,
Freephone,1800,10,1800668026,1800668030,Spare,5,,,,,,,
Freephone,1800,10,1800668033,1800668041,Spare,9,,,,,,,
Freephone,1800,10,1800668043,1800668052,Spare,10,,,,,,,
Freephone,1800,10,1800668054,1800668068,Spare,15,,,,,,,
Freephone,1800,10,1800668070,1800668075,Spare,6,,,,,,,
Freephone,1800,10,1800668077,1800668080,Spare,4,,,,,,,
Freephone,1800,10,1800668082,1800668083,Spare,2,,,,,,,
Freephone,1800,10,1800668085,1800668109,Spare,25,,,,,,,
Freephone,1800,10,1800668111,1800668111,Spare,1,,,,,,,
Freephone,1800,10,1800668113,1800668117,Spare,5,,,,,,,
Freephone,1800,10,1800668119,1800668123,Spare,5,,,,,,,
Freephone,1800,10,1800668125,1800668127,Spare,3,,,,,,,
Freephone,1800,10,1800668129,1800668130,Spare,2,,,,,,,
Freephone,1800,10,1800668132,1800668140,Spare,9,,,,,,,
Freephone,1800,10,1800668143,1800668148,Spare,6,,,,,,,
Freephone,1800,10,1800668151,1800668152,Spare,2,,,,,,,
Freephone,1800,10,1800668154,1800668165,Spare,12,,,,,,,
Freephone,1800,10,1800668167,1800668167,Spare,1,,,,,,,
Freephone,1800,10,1800668169,1800668171,Spare,3,,,,,,,
Freephone,1800,10,1800668173,1800668176,Spare,4,,,,,,,
Freephone,1800,10,1800668178,1800668184,Spare,7,,,,,,,
Freephone,1800,10,1800668186,1800668186,Spare,1,,,,,,,
Freephone,1800,10,1800668188,1800668194,Spare,7,,,,,,,
Freephone,1800,10,1800668196,1800668208,Spare,13,,,,,,,
Freephone,1800,10,1800668210,1800668219,Spare,10,,,,,,,
Freephone,1800,10,1800668221,1800668223,Spare,3,,,,,,,
Freephone,1800,10,1800668226,1800668226,Spare,1,,,,,,,
Freephone,1800,10,1800668229,1800668233,Spare,5,,,,,,,
Freephone,1800,10,1800668235,1800668246,Spare,12,,,,,,,
Freephone,1800,10,1800668248,1800668248,Spare,1,,,,,,,
Freephone,1800,10,1800668250,1800668252,Spare,3,,,,,,,
Freephone,1800,10,1800668254,1800668258,Spare,5,,,,,,,
Freephone,1800,10,1800668260,1800668266,Spare,7,,,,,,,
Freephone,1800,10,1800668268,1800668275,Spare,8,,,,,,,
Freephone,1800,10,1800668277,1800668277,Spare,1,,,,,,,
Freephone,1800,10,1800668280,1800668282,Spare,3,,,,,,,
Freephone,1800,10,1800668284,1800668286,Spare,3,,,,,,,
Freephone,1800,10,1800668288,1800668291,Spare,4,,,,,,,
Freephone,1800,10,1800668293,1800668296,Spare,4,,,,,,,
Freephone,1800,10,1800668298,1800668312,Spare,15,,,,,,,
Freephone,1800,10,1800668314,1800668315,Spare,2,,,,,,,
Freephone,1800,10,1800668317,1800668321,Spare,5,,,,,,,
Freephone,1800,10,1800668323,1800668323,Spare,1,,,,,,,
Freephone,1800,10,1800668325,1800668325,Spare,1,,,,,,,
Freephone,1800,10,1800668327,1800668334,Spare,8,,,,,,,
Freephone,1800,10,1800668337,1800668337,Spare,1,,,,,,,
Freephone,1800,10,1800668339,1800668343,Spare,5,,,,,,,
Freephone,1800,10,1800668345,1800668345,Spare,1,,,,,,,
Freephone,1800,10,1800668347,1800668347,Spare,1,,,,,,,
Freephone,1800,10,1800668349,1800668355,Spare,7,,,,,,,
Freephone,1800,10,1800668359,1800668362,Spare,4,,,,,,,
Freephone,1800,10,1800668364,1800668365,Spare,2,,,,,,,
Freephone,1800,10,1800668367,1800668367,Spare,1,,,,,,,
Freephone,1800,10,1800668369,1800668370,Spare,2,,,,,,,
Freephone,1800,10,1800668374,1800668376,Spare,3,,,,,,,
Freephone,1800,10,1800668378,1800668378,Spare,1,,,,,,,
Freephone,1800,10,1800668380,1800668386,Spare,7,,,,,,,
Freephone,1800,10,1800668389,1800668392,Spare,4,,,,,,,
Freephone,1800,10,1800668395,1800668396,Spare,2,,,,,,,
Freephone,1800,10,1800668398,1800668408,Spare,11,,,,,,,
Freephone,1800,10,1800668410,1800668412,Spare,3,,,,,,,
Freephone,1800,10,1800668414,1800668416,Spare,3,,,,,,,
Freephone,1800,10,1800668418,1800668422,Spare,5,,,,,,,
Freephone,1800,10,1800668424,1800668425,Spare,2,,,,,,,
Freephone,1800,10,1800668427,1800668429,Spare,3,,,,,,,
Freephone,1800,10,1800668431,1800668431,Spare,1,,,,,,,
Freephone,1800,10,1800668433,1800668433,Spare,1,,,,,,,
Freephone,1800,10,1800668439,1800668440,Spare,2,,,,,,,
Freephone,1800,10,1800668442,1800668445,Spare,4,,,,,,,
Freephone,1800,10,1800668447,1800668452,Spare,6,,,,,,,
Freephone,1800,10,1800668454,1800668454,Spare,1,,,,,,,
Freephone,1800,10,1800668456,1800668456,Spare,1,,,,,,,
Freephone,1800,10,1800668458,1800668461,Spare,4,,,,,,,
Freephone,1800,10,1800668465,1800668465,Spare,1,,,,,,,
Freephone,1800,10,1800668467,1800668467,Spare,1,,,,,,,
Freephone,1800,10,1800668469,1800668470,Spare,2,,,,,,,
Freephone,1800,10,1800668473,1800668477,Spare,5,,,,,,,
Freephone,1800,10,1800668479,1800668479,Spare,1,,,,,,,
Freephone,1800,10,1800668481,1800668481,Spare,1,,,,,,,
Freephone,1800,10,1800668485,1800668485,Spare,1,,,,,,,
Freephone,1800,10,1800668487,1800668487,Spare,1,,,,,,,
Freephone,1800,10,1800668489,1800668491,Spare,3,,,,,,,
Freephone,1800,10,1800668494,1800668499,Spare,6,,,,,,,
Freephone,1800,10,1800668501,1800668501,Spare,1,,,,,,,
Freephone,1800,10,1800668503,1800668510,Spare,8,,,,,,,
Freephone,1800,10,1800668513,1800668515,Spare,3,,,,,,,
Freephone,1800,10,1800668518,1800668518,Spare,1,,,,,,,
Freephone,1800,10,1800668520,1800668524,Spare,5,,,,,,,
Freephone,1800,10,1800668526,1800668529,Spare,4,,,,,,,
Freephone,1800,10,1800668531,1800668533,Spare,3,,,,,,,
Freephone,1800,10,1800668536,1800668536,Spare,1,,,,,,,
Freephone,1800,10,1800668538,1800668544,Spare,7,,,,,,,
Freephone,1800,10,1800668546,1800668546,Spare,1,,,,,,,
Freephone,1800,10,1800668548,1800668549,Spare,2,,,,,,,
Freephone,1800,10,1800668551,1800668565,Spare,15,,,,,,,
Freephone,1800,10,1800668568,1800668569,Spare,2,,,,,,,
Freephone,1800,10,1800668571,1800668578,Spare,8,,,,,,,
Freephone,1800,10,1800668581,1800668587,Spare,7,,,,,,,
Freephone,1800,10,1800668590,1800668592,Spare,3,,,,,,,
Freephone,1800,10,1800668594,1800668594,Spare,1,,,,,,,
Freephone,1800,10,1800668596,1800668610,Spare,15,,,,,,,
Freephone,1800,10,1800668612,1800668613,Spare,2,,,,,,,
Freephone,1800,10,1800668615,1800668621,Spare,7,,,,,,,
Freephone,1800,10,1800668624,1800668624,Spare,1,,,,,,,
Freephone,1800,10,1800668627,1800668629,Spare,3,,,,,,,
Freephone,1800,10,1800668631,1800668631,Spare,1,,,,,,,
Freephone,1800,10,1800668635,1800668636,Spare,2,,,,,,,
Freephone,1800,10,1800668638,1800668640,Spare,3,,,,,,,
Freephone,1800,10,1800668644,1800668644,Spare,1,,,,,,,
Freephone,1800,10,1800668646,1800668646,Spare,1,,,,,,,
Freephone,1800,10,1800668649,1800668654,Spare,6,,,,,,,
Freephone,1800,10,1800668657,1800668661,Spare,5,,,,,,,
Freephone,1800,10,1800668665,1800668665,Spare,1,,,,,,,
Freephone,1800,10,1800668667,1800668667,Spare,1,,,,,,,
Freephone,1800,10,1800668673,1800668673,Spare,1,,,,,,,
Freephone,1800,10,1800668680,1800668680,Spare,1,,,,,,,
Freephone,1800,10,1800668686,1800668686,Spare,1,,,,,,,
Freephone,1800,10,1800668689,1800668689,Spare,1,,,,,,,
Freephone,1800,10,1800668694,1800668695,Spare,2,,,,,,,
Freephone,1800,10,1800668697,1800668702,Spare,6,,,,,,,
Freephone,1800,10,1800668704,1800668707,Spare,4,,,,,,,
Freephone,1800,10,1800668709,1800668721,Spare,13,,,,,,,
Freephone,1800,10,1800668723,1800668728,Spare,6,,,,,,,
Freephone,1800,10,1800668730,1800668735,Spare,6,,,,,,,
Freephone,1800,10,1800668737,1800668746,Spare,10,,,,,,,
Freephone,1800,10,1800668749,1800668749,Spare,1,,,,,,,
Freephone,1800,10,1800668751,1800668755,Spare,5,,,,,,,
Freephone,1800,10,1800668759,1800668770,Spare,12,,,,,,,
Freephone,1800,10,1800668772,1800668772,Spare,1,,,,,,,
Freephone,1800,10,1800668775,1800668779,Spare,5,,,,,,,
Freephone,1800,10,1800668781,1800668785,Spare,5,,,,,,,
Freephone,1800,10,1800668787,1800668798,Spare,12,,,,,,,
Freephone,1800,10,1800668800,1800668801,Spare,2,,,,,,,
Freephone,1800,10,1800668803,1800668830,Spare,28,,,,,,,
Freephone,1800,10,1800668833,1800668844,Spare,12,,,,,,,
Freephone,1800,10,1800668846,1800668846,Spare,1,,,,,,,
Freephone,1800,10,1800668848,1800668849,Spare,2,,,,,,,
Freephone,1800,10,1800668851,1800668861,Spare,11,,,,,,,
Freephone,1800,10,1800668863,1800668873,Spare,11,,,,,,,
Freephone,1800,10,1800668876,1800668879,Spare,4,,,,,,,
Freephone,1800,10,1800668881,1800668883,Spare,3,,,,,,,
Freephone,1800,10,1800668885,1800668886,Spare,2,,,,,,,
Freephone,1800,10,1800668889,1800668889,Spare,1,,,,,,,
Freephone,1800,10,1800668891,1800668892,Spare,2,,,,,,,
Freephone,1800,10,1800668894,1800668896,Spare,3,,,,,,,
Freephone,1800,10,1800668898,1800668900,Spare,3,,,,,,,
Freephone,1800,10,1800668902,1800668906,Spare,5,,,,,,,
Freephone,1800,10,1800668908,1800668915,Spare,8,,,,,,,
Freephone,1800,10,1800668917,1800668925,Spare,9,,,,,,,
Freephone,1800,10,1800668928,1800668930,Spare,3,,,,,,,
Freephone,1800,10,1800668932,1800668932,Spare,1,,,,,,,
Freephone,1800,10,1800668935,1800668937,Spare,3,,,,,,,
Freephone,1800,10,1800668939,1800668972,Spare,34,,,,,,,
Freephone,1800,10,1800668974,1800668989,Spare,16,,,,,,,
Freephone,1800,10,1800668991,1800668991,Spare,1,,,,,,,
Freephone,1800,10,1800668993,1800668994,Spare,2,,,,,,,
Freephone,1800,10,1800668996,1800668998,Spare,3,,,,,,,
Freephone,1800,10,1800669001,1800669001,Spare,1,,,,,,,
Freephone,1800,10,1800669003,1800669004,Spare,2,,,,,,,
Freephone,1800,10,1800669007,1800669010,Spare,4,,,,,,,
Freephone,1800,10,1800669012,1800669016,Spare,5,,,,,,,
Freephone,1800,10,1800669019,1800669046,Spare,28,,,,,,,
Freephone,1800,10,1800669048,1800669055,Spare,8,,,,,,,
Freephone,1800,10,1800669057,1800669059,Spare,3,,,,,,,
Freephone,1800,10,1800669061,1800669063,Spare,3,,,,,,,
Freephone,1800,10,1800669065,1800669074,Spare,10,,,,,,,
Freephone,1800,10,1800669076,1800669084,Spare,9,,,,,,,
Freephone,1800,10,1800669086,1800669087,Spare,2,,,,,,,
Freephone,1800,10,1800669090,1800669104,Spare,15,,,,,,,
Freephone,1800,10,1800669106,1800669107,Spare,2,,,,,,,
Freephone,1800,10,1800669109,1800669109,Spare,1,,,,,,,
Freephone,1800,10,1800669111,1800669114,Spare,4,,,,,,,
Freephone,1800,10,1800669116,1800669129,Spare,14,,,,,,,
Freephone,1800,10,1800669131,1800669132,Spare,2,,,,,,,
Freephone,1800,10,1800669134,1800669134,Spare,1,,,,,,,
Freephone,1800,10,1800669136,1800669140,Spare,5,,,,,,,
Freephone,1800,10,1800669142,1800669151,Spare,10,,,,,,,
Freephone,1800,10,1800669153,1800669158,Spare,6,,,,,,,
Freephone,1800,10,1800669160,1800669160,Spare,1,,,,,,,
Freephone,1800,10,1800669162,1800669171,Spare,10,,,,,,,
Freephone,1800,10,1800669173,1800669179,Spare,7,,,,,,,
Freephone,1800,10,1800669181,1800669185,Spare,5,,,,,,,
Freephone,1800,10,1800669188,1800669192,Spare,5,,,,,,,
Freephone,1800,10,1800669194,1800669200,Spare,7,,,,,,,
Freephone,1800,10,1800669202,1800669203,Spare,2,,,,,,,
Freephone,1800,10,1800669206,1800669206,Spare,1,,,,,,,
Freephone,1800,10,1800669208,1800669212,Spare,5,,,,,,,
Freephone,1800,10,1800669214,1800669224,Spare,11,,,,,,,
Freephone,1800,10,1800669226,1800669228,Spare,3,,,,,,,
Freephone,1800,10,1800669230,1800669240,Spare,11,,,,,,,
Freephone,1800,10,1800669245,1800669247,Spare,3,,,,,,,
Freephone,1800,10,1800669249,1800669254,Spare,6,,,,,,,
Freephone,1800,10,1800669256,1800669260,Spare,5,,,,,,,
Freephone,1800,10,1800669262,1800669268,Spare,7,,,,,,,
Freephone,1800,10,1800669270,1800669272,Spare,3,,,,,,,
Freephone,1800,10,1800669274,1800669275,Spare,2,,,,,,,
Freephone,1800,10,1800669277,1800669277,Spare,1,,,,,,,
Freephone,1800,10,1800669279,1800669281,Spare,3,,,,,,,
Freephone,1800,10,1800669283,1800669283,Spare,1,,,,,,,
Freephone,1800,10,1800669285,1800669285,Spare,1,,,,,,,
Freephone,1800,10,1800669288,1800669293,Spare,6,,,,,,,
Freephone,1800,10,1800669295,1800669308,Spare,14,,,,,,,
Freephone,1800,10,1800669310,1800669326,Spare,17,,,,,,,
Freephone,1800,10,1800669328,1800669349,Spare,22,,,,,,,
Freephone,1800,10,1800669351,1800669352,Spare,2,,,,,,,
Freephone,1800,10,1800669354,1800669355,Spare,2,,,,,,,
Freephone,1800,10,1800669358,1800669358,Spare,1,,,,,,,
Freephone,1800,10,1800669360,1800669363,Spare,4,,,,,,,
Freephone,1800,10,1800669365,1800669368,Spare,4,,,,,,,
Freephone,1800,10,1800669370,1800669372,Spare,3,,,,,,,
Freephone,1800,10,1800669374,1800669374,Spare,1,,,,,,,
Freephone,1800,10,1800669376,1800669376,Spare,1,,,,,,,
Freephone,1800,10,1800669378,1800669389,Spare,12,,,,,,,
Freephone,1800,10,1800669391,1800669391,Spare,1,,,,,,,
Freephone,1800,10,1800669393,1800669401,Spare,9,,,,,,,
Freephone,1800,10,1800669403,1800669407,Spare,5,,,,,,,
Freephone,1800,10,1800669409,1800669415,Spare,7,,,,,,,
Freephone,1800,10,1800669417,1800669427,Spare,11,,,,,,,
Freephone,1800,10,1800669429,1800669429,Spare,1,,,,,,,
Freephone,1800,10,1800669431,1800669447,Spare,17,,,,,,,
Freephone,1800,10,1800669449,1800669453,Spare,5,,,,,,,
Freephone,1800,10,1800669456,1800669457,Spare,2,,,,,,,
Freephone,1800,10,1800669459,1800669463,Spare,5,,,,,,,
Freephone,1800,10,1800669467,1800669472,Spare,6,,,,,,,
Freephone,1800,10,1800669474,1800669476,Spare,3,,,,,,,
Freephone,1800,10,1800669478,1800669479,Spare,2,,,,,,,
Freephone,1800,10,1800669481,1800669496,Spare,16,,,,,,,
Freephone,1800,10,1800669498,1800669510,Spare,13,,,,,,,
Freephone,1800,10,1800669512,1800669512,Spare,1,,,,,,,
Freephone,1800,10,1800669515,1800669519,Spare,5,,,,,,,
Freephone,1800,10,1800669521,1800669528,Spare,8,,,,,,,
Freephone,1800,10,1800669530,1800669536,Spare,7,,,,,,,
Freephone,1800,10,1800669538,1800669552,Spare,15,,,,,,,
Freephone,1800,10,1800669554,1800669558,Spare,5,,,,,,,
Freephone,1800,10,1800669561,1800669561,Spare,1,,,,,,,
Freephone,1800,10,1800669567,1800669567,Spare,1,,,,,,,
Freephone,1800,10,1800669569,1800669569,Spare,1,,,,,,,
Freephone,1800,10,1800669571,1800669578,Spare,8,,,,,,,
Freephone,1800,10,1800669582,1800669592,Spare,11,,,,,,,
Freephone,1800,10,1800669594,1800669607,Spare,14,,,,,,,
Freephone,1800,10,1800669609,1800669612,Spare,4,,,,,,,
Freephone,1800,10,1800669614,1800669623,Spare,10,,,,,,,
Freephone,1800,10,1800669625,1800669632,Spare,8,,,,,,,
Freephone,1800,10,1800669634,1800669634,Spare,1,,,,,,,
Freephone,1800,10,1800669636,1800669640,Spare,5,,,,,,,
Freephone,1800,10,1800669642,1800669643,Spare,2,,,,,,,
Freephone,1800,10,1800669645,1800669650,Spare,6,,,,,,,
Freephone,1800,10,1800669652,1800669661,Spare,10,,,,,,,
Freephone,1800,10,1800669663,1800669663,Spare,1,,,,,,,
Freephone,1800,10,1800669665,1800669665,Spare,1,,,,,,,
Freephone,1800,10,1800669667,1800669668,Spare,2,,,,,,,
Freephone,1800,10,1800669670,1800669672,Spare,3,,,,,,,
Freephone,1800,10,1800669674,1800669683,Spare,10,,,,,,,
Freephone,1800,10,1800669685,1800669692,Spare,8,,,,,,,
Freephone,1800,10,1800669694,1800669695,Spare,2,,,,,,,
Freephone,1800,10,1800669698,1800669698,Spare,1,,,,,,,
Freephone,1800,10,1800669700,1800669708,Spare,9,,,,,,,
Freephone,1800,10,1800669710,1800669715,Spare,6,,,,,,,
Freephone,1800,10,1800669717,1800669726,Spare,10,,,,,,,
Freephone,1800,10,1800669728,1800669734,Spare,7,,,,,,,
Freephone,1800,10,1800669737,1800669741,Spare,5,,,,,,,
Freephone,1800,10,1800669743,1800669743,Spare,1,,,,,,,
Freephone,1800,10,1800669745,1800669752,Spare,8,,,,,,,
Freephone,1800,10,1800669754,1800669756,Spare,3,,,,,,,
Freephone,1800,10,1800669760,1800669763,Spare,4,,,,,,,
Freephone,1800,10,1800669766,1800669766,Spare,1,,,,,,,
Freephone,1800,10,1800669768,1800669768,Spare,1,,,,,,,
Freephone,1800,10,1800669770,1800669774,Spare,5,,,,,,,
Freephone,1800,10,1800669777,1800669786,Spare,10,,,,,,,
Freephone,1800,10,1800669788,1800669788,Spare,1,,,,,,,
Freephone,1800,10,1800669791,1800669798,Spare,8,,,,,,,
Freephone,1800,10,1800669800,1800669805,Spare,6,,,,,,,
Freephone,1800,10,1800669807,1800669826,Spare,20,,,,,,,
Freephone,1800,10,1800669828,1800669835,Spare,8,,,,,,,
Freephone,1800,10,1800669837,1800669845,Spare,9,,,,,,,
